age,workclass,fnlwgt,education,education_num,married_status,occupation,relationship,race,sex,capital_gain,capital_loss,hrs_pr_week,native_country,income
49,Self-emp-inc,58359,higher,10,married,Exec-managerial,Husband,White,Male,15024,0,50,United-States,1
38,Self-emp-not-inc,41591,Bachelors,13,Never-married,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,0,0,30,United-States,0
32,Private,108256,school,8,married,Transport-moving,Husband,White,Male,0,0,60,United-States,1
54,Private,141663,high-school,9,married,Adm-clerical,Husband,White,Male,0,0,40,United-States,1
17,Private,202344,school,6,Never-married,Other-service,Own-child,White,Male,0,0,25,United-States,0
56,Private,147202,higher,10,Married-spouse-absent,Adm-clerical,Not-in-family,White,Female,0,0,45,Germany,0
54,State-gov,32778,high-school,9,Married-spouse-absent,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,0
55,Private,196126,Bachelors,13,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0
23,Private,447488,school,5,Never-married,Machine-op-inspct,Other-relative,White,Male,0,0,35,Mexico,0
23,Private,254025,higher,10,Never-married,Exec-managerial,Own-child,White,Male,0,0,45,United-States,0
31,Private,174201,high-school,9,married,Transport-moving,Husband,White,Male,0,0,65,United-States,0
33,Private,176711,Bachelors,13,married,Farming-fishing,Husband,White,Male,0,0,40,England,0
29,Private,108594,high-school,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,0
80,Private,174995,high-school,9,married,Prof-specialty,Husband,White,Male,0,0,8,Canada,0
20,Private,266400,higher,10,Never-married,Prof-specialty,Own-child,White,Female,0,0,48,United-States,0
54,Private,194580,higher,11,married,Sales,Husband,White,Male,0,0,50,United-States,0
45,Private,27184,high-school,9,Married-spouse-absent,Prof-specialty,Unmarried,White,Female,0,0,38,United-States,0
25,Private,255647,high-school,9,married,Other-service,Wife,White,Female,0,0,25,Mexico,0
33,Private,33404,high-school,9,Married-spouse-absent,Prof-specialty,Unmarried,White,Male,0,0,48,United-States,0
69,Private,29087,school,4,married,Handlers-cleaners,Husband,White,Male,0,0,6,United-States,0
45,Private,281565,high-school,9,Married-spouse-absent,Other-service,Other-relative,Asian-Pac-Islander,Female,0,0,50,South,0
34,Private,236543,high-school,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,0
26,Private,166666,higher,10,Never-married,Other-service,Not-in-family,White,Female,0,0,35,United-States,0
41,Private,279297,high-school,9,Never-married,Sales,Not-in-family,Black,Female,0,0,60,United-States,0
24,Self-emp-not-inc,34918,higher,11,Never-married,Other-service,Unmarried,White,Female,0,0,38,United-States,0
23,Private,210053,higher,10,Never-married,Other-service,Not-in-family,White,Female,0,0,28,United-States,0
41,Private,152617,high-school,9,Married-spouse-absent,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,0
33,Private,290763,Bachelors,13,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0
58,Self-emp-inc,183870,school,6,married,Transport-moving,Wife,White,Female,0,0,40,United-States,0
26,Private,243560,higher,10,Never-married,Sales,Unmarried,White,Female,0,0,40,United-States,0
44,Private,187376,higher,12,Married-spouse-absent,Adm-clerical,Not-in-family,White,Male,0,0,35,United-States,0
29,Private,184078,high-school,9,Never-married,Other-service,Other-relative,White,Female,0,0,40,United-States,0
56,Self-emp-inc,32316,school,8,Married-spouse-absent,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,0
26,Private,217517,higher,11,married,Transport-moving,Husband,White,Male,2885,0,40,United-States,0
37,Private,497300,high-school,9,Never-married,Other-service,Unmarried,Black,Male,0,0,40,United-States,0
32,Private,194141,high-school,9,Married-spouse-absent,Machine-op-inspct,Own-child,White,Male,0,0,50,United-States,0
39,Self-emp-inc,180804,high-school,9,married,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
18,Private,261720,high-school,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0
24,Private,138719,school,7,Never-married,Sales,Own-child,Black,Female,0,0,20,United-States,0
19,Private,184207,higher,10,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,0
40,Private,99434,high-school,9,married,Other-service,Wife,White,Female,0,0,12,United-States,0
53,State-gov,229465,Doctorate,16,married,Prof-specialty,Husband,White,Male,0,0,50,United-States,1
24,Self-emp-inc,197496,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Male,0,0,20,United-States,0
46,Self-emp-not-inc,246212,Masters,14,married,Exec-managerial,Husband,White,Male,0,0,45,United-States,1
43,Private,220609,higher,10,Married-spouse-absent,Tech-support,Not-in-family,White,Female,0,0,50,United-States,0
39,Private,187167,higher,10,Married-spouse-absent,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,0
25,Private,213385,high-school,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,0
60,Private,355865,Masters,14,married,Exec-managerial,Husband,White,Male,0,0,50,United-States,1
39,Private,224541,school,5,married,Craft-repair,Husband,White,Male,4386,0,55,Mexico,0
40,Private,83953,higher,10,married,Transport-moving,Husband,White,Male,0,0,50,United-States,1
21,Private,177420,higher,10,Never-married,Adm-clerical,Not-in-family,Other,Female,0,0,40,United-States,0
51,Private,228516,high-school,9,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,0,0,45,Columbia,0
21,Private,34816,higher,11,married,Adm-clerical,Wife,White,Female,0,0,12,United-States,0
50,Self-emp-inc,235307,higher,12,married,Prof-specialty,Husband,White,Male,0,0,48,United-States,1
24,Private,126613,school,7,Never-married,Other-service,Not-in-family,White,Female,0,0,20,United-States,0
44,Private,105475,high-school,9,married,Craft-repair,Husband,Other,Male,0,0,40,Puerto-Rico,0
38,Private,272671,Bachelors,13,Married-spouse-absent,Sales,Own-child,White,Male,0,0,50,United-States,0
38,Private,455379,Bachelors,13,married,Exec-managerial,Husband,White,Male,0,0,63,United-States,1
39,Private,144169,high-school,9,married,Sales,Husband,White,Male,0,0,50,United-States,1
19,Private,261259,higher,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,35,United-States,0
63,Private,237620,high-school,9,married,Craft-repair,Husband,White,Male,0,0,30,United-States,0
41,Private,31221,high-school,9,Married-spouse-absent,Other-service,Unmarried,White,Female,0,0,30,United-States,0
37,Private,60722,higher,10,Married-spouse-absent,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,0,0,40,Japan,1
21,Private,121407,higher,11,Never-married,Other-service,Own-child,White,Female,0,0,36,United-States,0
39,Self-emp-not-inc,237532,high-school,9,married,Sales,Wife,Black,Female,0,0,54,Dominican-Republic,1
27,Private,588905,high-school,9,married,Craft-repair,Husband,White,Male,0,0,40,United-States,0
40,Federal-gov,241895,high-school,9,married,Adm-clerical,Husband,White,Male,0,0,40,United-States,0
35,Private,209280,high-school,9,Married-spouse-absent,Other-service,Unmarried,White,Female,0,0,31,United-States,0
40,Private,198270,higher,10,Married-spouse-absent,Other-service,Not-in-family,White,Female,0,0,40,United-States,0
21,Private,78374,high-school,9,Never-married,Prof-specialty,Other-relative,Asian-Pac-Islander,Female,0,0,24,United-States,0
32,Private,182274,high-school,9,Married-spouse-absent,Other-service,Own-child,White,Female,0,0,37,United-States,0
28,Private,189407,high-school,9,married,Sales,Husband,White,Male,0,0,55,United-States,0
47,Private,111961,high-school,9,married,Other-service,Wife,Black,Female,0,0,30,United-States,0
55,Self-emp-not-inc,41938,Bachelors,13,married,Prof-specialty,Wife,White,Female,0,0,8,United-States,0
46,Private,105444,Bachelors,13,married,Exec-managerial,Husband,White,Male,0,0,50,United-States,1
43,Private,124436,higher,10,married,Prof-specialty,Wife,White,Female,0,0,40,United-States,1
21,Private,292264,high-school,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,35,United-States,0
47,State-gov,306473,higher,12,married,Transport-moving,Husband,White,Male,0,0,40,United-States,0
36,Private,644278,high-school,9,married,Craft-repair,Husband,White,Male,0,0,25,United-States,0
33,Private,136331,high-school,9,married,Craft-repair,Husband,White,Male,0,0,40,United-States,0
33,Private,207267,school,6,Married-spouse-absent,Other-service,Unmarried,White,Female,3418,0,35,United-States,0
60,Private,132529,high-school,9,married,Craft-repair,Husband,White,Male,0,0,40,United-States,0
31,Private,117816,school,4,Married-spouse-absent,Handlers-cleaners,Other-relative,White,Male,0,0,70,United-States,0
26,Local-gov,46097,Bachelors,13,married,Prof-specialty,Husband,White,Male,0,0,40,United-States,0
48,Private,358382,high-school,9,Never-married,Other-service,Not-in-family,Black,Male,0,0,52,United-States,0
21,Private,111676,higher,10,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,0
53,Private,156843,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,1564,54,United-States,1
40,Private,96129,high-school,9,married,Sales,Husband,White,Male,0,0,72,United-States,1
71,Private,139031,high-school,9,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0
19,Private,497414,school,4,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,35,Mexico,0
45,Self-emp-not-inc,182677,high-school,9,Married-spouse-absent,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,0,0,40,Thailand,0
35,Self-emp-not-inc,112497,high-school,9,married,Craft-repair,Other-relative,White,Male,0,0,35,Ireland,0
62,Private,200834,Masters,14,married,Exec-managerial,Husband,White,Male,0,0,55,United-States,0
51,State-gov,172962,Doctorate,16,married,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
37,Private,251396,higher,12,married,Exec-managerial,Husband,White,Male,0,0,65,United-States,1
43,Private,222756,higher,12,married,Exec-managerial,Husband,White,Male,0,2002,44,United-States,0
24,Private,143766,higher,10,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,55,United-States,0
32,Private,340580,high-school,9,married,Prof-specialty,Husband,Black,Male,0,0,45,United-States,0
59,Private,118479,Bachelors,13,married,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,China,0
30,Private,137606,high-school,9,married,Transport-moving,Husband,White,Male,5013,0,40,United-States,0
40,Private,120277,high-school,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,Ireland,0
49,Self-emp-inc,191277,higher,10,married,Exec-managerial,Husband,White,Male,15024,0,50,United-States,1
30,Self-emp-not-inc,180859,higher,10,Never-married,Craft-repair,Own-child,White,Male,0,0,8,United-States,0
55,Private,147098,high-school,9,married,Craft-repair,Husband,White,Male,0,0,50,United-States,1
44,Private,222011,Masters,14,Married-spouse-absent,Prof-specialty,Unmarried,White,Female,0,0,25,United-States,1
36,Private,33157,higher,10,married,Exec-managerial,Husband,White,Male,0,0,50,United-States,1
33,Private,129529,high-school,9,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,0
50,Federal-gov,299831,higher,10,Married-spouse-absent,Adm-clerical,Unmarried,White,Female,0,880,40,United-States,0
33,Private,119164,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,0
19,Private,202102,high-school,9,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,0
52,Private,165681,higher,10,married,Craft-repair,Husband,White,Male,0,0,40,United-States,1
38,Private,108907,high-school,9,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0
27,Private,341504,higher,10,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0
34,Private,340458,high-school,9,Married-spouse-absent,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,0
64,Self-emp-inc,182158,higher,15,married,Prof-specialty,Husband,White,Male,99999,0,60,United-States,1
62,State-gov,101475,higher,12,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0
26,Private,164488,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,10,United-States,0
23,Private,61777,Bachelors,13,married,Sales,Husband,White,Male,2580,0,40,United-States,0
50,Private,163948,Masters,14,married,Sales,Husband,White,Male,0,0,40,United-States,1
37,Private,454024,high-school,9,married,Other-service,Other-relative,Black,Female,0,0,35,United-States,0
22,Private,233624,high-school,9,married,Craft-repair,Husband,White,Male,0,0,43,United-States,0
36,State-gov,437890,high-school,9,Never-married,Exec-managerial,Unmarried,Black,Male,0,0,90,United-States,0
25,Private,332409,higher,11,married,Craft-repair,Husband,White,Male,0,0,40,United-States,1
52,Private,89534,high-school,9,married,Craft-repair,Husband,White,Male,0,0,40,United-States,1
45,Private,431245,higher,10,married,Transport-moving,Husband,White,Male,0,0,40,United-States,0
24,Private,190015,Bachelors,13,married,Prof-specialty,Husband,White,Male,0,0,40,United-States,0
18,Private,137363,higher,10,Never-married,Prof-specialty,Own-child,White,Female,0,0,30,United-States,0
39,Private,191103,high-school,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,54,United-States,0
35,Private,164526,high-school,9,married,Other-service,Husband,White,Male,0,0,40,Yugoslavia,1
39,Self-emp-inc,283338,Bachelors,13,married,Exec-managerial,Husband,White,Male,7298,0,40,United-States,1
49,Private,105614,school,6,married,Machine-op-inspct,Husband,White,Male,0,0,50,United-States,0
43,Private,236985,high-school,9,married,Craft-repair,Husband,Black,Male,0,0,40,United-States,0
33,State-gov,111994,higher,10,Married-spouse-absent,Adm-clerical,Unmarried,White,Female,0,0,45,United-States,0
41,Self-emp-not-inc,157686,higher,10,married,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
27,Self-emp-not-inc,116613,higher,10,married,Other-service,Wife,White,Female,0,0,50,United-States,0
57,Self-emp-inc,61885,high-school,9,married,Prof-specialty,Husband,Black,Male,0,0,60,United-States,1
39,State-gov,275300,high-school,9,married,Craft-repair,Husband,White,Male,0,0,40,Mexico,0
59,Self-emp-inc,141326,higher,11,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,1
38,Private,111377,higher,10,married,Exec-managerial,Husband,White,Male,0,0,55,United-States,0
43,Private,186144,high-school,9,married,Craft-repair,Husband,White,Male,0,0,40,United-States,1
28,Self-emp-not-inc,209205,higher,10,married,Craft-repair,Husband,White,Male,7298,0,40,United-States,1
58,Private,441227,school,7,married,Transport-moving,Husband,Black,Male,0,0,60,United-States,0
44,Private,111502,high-school,9,married,Sales,Wife,White,Female,0,0,40,United-States,0
39,State-gov,343646,Bachelors,13,Married-spouse-absent,Protective-serv,Not-in-family,White,Male,0,0,40,Mexico,1
22,Self-emp-inc,40767,higher,10,married,Craft-repair,Husband,White,Male,0,0,40,United-States,0
42,State-gov,167581,Bachelors,13,Never-married,Adm-clerical,Other-relative,White,Female,0,0,40,United-States,0
55,Private,156797,higher,10,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,0
44,Private,27242,higher,12,married,Craft-repair,Husband,White,Male,0,0,40,Philippines,0
65,Private,461715,high-school,9,Married-spouse-absent,Sales,Unmarried,White,Female,0,0,25,United-States,0
40,Private,336707,higher,11,Married-spouse-absent,Craft-repair,Not-in-family,White,Female,0,0,60,United-States,0
41,Self-emp-inc,124330,higher,10,married,Sales,Wife,White,Female,0,0,30,United-States,0
42,Local-gov,55363,Masters,14,married,Prof-specialty,Husband,White,Male,0,0,55,United-States,1
43,Private,161240,higher,11,married,Craft-repair,Husband,White,Male,0,0,60,United-States,0
24,Private,267181,higher,10,Never-married,Other-service,Own-child,White,Male,0,0,35,United-States,0
51,State-gov,187686,high-school,9,Married-spouse-absent,Adm-clerical,Not-in-family,White,Female,0,0,38,United-States,0
72,Private,108038,Masters,14,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,0,0,60,Cuba,1
33,Self-emp-not-inc,34102,high-school,9,Never-married,Other-service,Not-in-family,White,Female,0,0,35,United-States,0
35,Local-gov,27763,high-school,9,married,Other-service,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,0
26,Private,68895,high-school,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,50,Mexico,0
53,Private,55139,high-school,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,10,United-States,0
28,Private,110749,high-school,9,Married-spouse-absent,Exec-managerial,Not-in-family,White,Female,0,0,39,United-States,0
19,State-gov,135162,higher,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,10,United-States,0
42,Private,102988,Masters,14,married,Prof-specialty,Husband,White,Male,0,0,55,Ecuador,1
50,Private,23780,Masters,14,Married-spouse-absent,Prof-specialty,Other-relative,White,Male,0,0,40,United-States,0
22,Private,257017,higher,11,Never-married,Other-service,Other-relative,Black,Male,0,0,52,United-States,0
44,Federal-gov,281739,higher,10,Never-married,Adm-clerical,Not-in-family,White,Male,13550,0,50,United-States,1
58,Private,156873,school,7,married,Protective-serv,Husband,White,Male,0,0,35,United-States,0
64,Self-emp-not-inc,178748,school,2,married,Craft-repair,Husband,White,Male,0,0,40,Mexico,0
21,Private,220454,high-school,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,0
29,Local-gov,170482,high-school,9,married,Protective-serv,Husband,Black,Male,0,2057,40,United-States,0
36,Private,239755,Bachelors,13,married,Exec-managerial,Husband,White,Male,0,0,50,United-States,1
27,Private,198286,higher,10,Never-married,Other-service,Not-in-family,White,Female,0,0,34,United-States,0
19,Private,369678,high-school,9,Never-married,Prof-specialty,Not-in-family,Other,Male,0,0,30,United-States,0
28,Private,132191,high-school,9,married,Transport-moving,Husband,White,Male,0,0,45,United-States,1
32,Self-emp-not-inc,62165,Bachelors,13,married,Exec-managerial,Husband,Black,Male,0,0,40,United-States,0
27,Private,109165,higher,10,married,Craft-repair,Husband,White,Male,0,0,60,United-States,0
26,Private,552529,high-school,9,married,Machine-op-inspct,Wife,Black,Female,0,0,40,United-States,0
30,Private,111567,high-school,9,married,Tech-support,Husband,White,Male,0,0,40,United-States,0
42,Local-gov,118261,higher,11,Married-spouse-absent,Prof-specialty,Unmarried,White,Female,0,0,50,United-States,0
32,Private,180284,school,6,married,Craft-repair,Husband,White,Male,0,0,40,United-States,1
31,Private,198068,higher,15,married,Prof-specialty,Husband,White,Male,0,0,50,United-States,0
56,Private,157786,high-school,9,married,Transport-moving,Husband,White,Male,0,0,48,United-States,1
36,Local-gov,173542,high-school,9,Married-spouse-absent,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0
45,Private,196707,Masters,14,married,Sales,Husband,White,Male,0,0,50,United-States,1
45,Private,199590,school,3,married,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
19,Private,277695,school,5,Never-married,Farming-fishing,Other-relative,White,Male,0,0,16,Mexico,0
26,Local-gov,391074,school,6,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,40,United-States,0
35,Private,210310,high-school,9,married,Sales,Husband,White,Male,0,0,55,United-States,1
22,Private,188569,higher,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,20,United-States,0
41,Federal-gov,106982,higher,10,Married-spouse-absent,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,1
26,Private,239877,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0
38,Private,323269,higher,10,married,Other-service,Wife,Black,Female,0,0,40,United-States,0
23,Private,169104,higher,10,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,0,0,25,United-States,0
50,Self-emp-not-inc,363405,Bachelors,13,married,Tech-support,Wife,White,Female,0,0,50,United-States,1
29,Private,131088,higher,10,married,Exec-managerial,Husband,White,Male,0,0,40,United-States,0
21,Private,137895,higher,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,0
42,State-gov,101950,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,38,United-States,0
51,State-gov,68898,higher,11,Married-spouse-absent,Tech-support,Not-in-family,White,Male,0,2444,39,United-States,1
63,Private,213095,Bachelors,13,married,Exec-managerial,Husband,White,Male,0,0,50,United-States,1
53,Self-emp-inc,55139,Masters,14,married,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
31,Private,137991,higher,10,married,Sales,Wife,White,Female,0,0,20,United-States,0
60,Self-emp-not-inc,261119,high-school,9,Married-spouse-absent,Craft-repair,Unmarried,White,Female,0,0,40,United-States,0
67,Private,154035,high-school,9,Married-spouse-absent,Handlers-cleaners,Other-relative,Black,Male,0,0,32,United-States,0
39,Private,706180,Bachelors,13,Married-spouse-absent,Sales,Unmarried,White,Female,0,0,40,United-States,0
21,Private,55465,school,6,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,0
57,Private,176904,school,7,married,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,0
28,Private,212588,higher,10,married,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,0
28,Federal-gov,366533,higher,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0
42,Local-gov,29075,higher,12,married,Prof-specialty,Wife,Amer-Indian-Eskimo,Female,0,0,40,United-States,0
46,Local-gov,253116,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Female,0,0,40,United-States,0
35,Private,176279,higher,10,Married-spouse-absent,Adm-clerical,Unmarried,White,Female,0,0,30,United-States,0
48,Private,207817,high-school,9,Never-married,Other-service,Not-in-family,White,Female,0,0,32,Columbia,0
53,Self-emp-not-inc,175456,higher,10,married,Farming-fishing,Husband,White,Male,0,0,30,United-States,0
25,Private,419658,high-school,9,Never-married,Other-service,Own-child,White,Female,0,0,8,United-States,0
54,Private,103024,high-school,9,Married-spouse-absent,Tech-support,Not-in-family,White,Male,0,0,42,United-States,1
43,Local-gov,180572,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,1
32,Private,84179,high-school,9,Never-married,Handlers-cleaners,Not-in-family,White,Female,0,0,45,United-States,0
18,Private,141918,high-school,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,22,United-States,0
34,Private,443546,high-school,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,Germany,0
53,Federal-gov,170354,higher,10,married,Adm-clerical,Husband,White,Male,0,0,40,United-States,1
49,Self-emp-not-inc,113513,Bachelors,13,married,Farming-fishing,Husband,White,Male,0,0,50,United-States,0
28,Federal-gov,341709,high-school,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0
58,Self-emp-not-inc,105592,school,4,married,Transport-moving,Husband,White,Male,0,0,40,United-States,1
50,Private,270194,Bachelors,13,married,Exec-managerial,Husband,White,Male,0,0,60,United-States,0
36,Private,112271,high-school,9,married,Transport-moving,Husband,White,Male,0,0,40,United-States,0
53,Private,215790,higher,10,Married-spouse-absent,Adm-clerical,Other-relative,White,Female,0,0,22,United-States,0
25,Private,36023,high-school,9,Married-spouse-absent,Transport-moving,Not-in-family,White,Male,0,0,55,United-States,0
18,Private,128538,higher,10,Never-married,Prof-specialty,Own-child,White,Female,0,0,6,United-States,0
28,State-gov,37250,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,16,United-States,0
22,Private,316304,higher,10,Never-married,Farming-fishing,Own-child,White,Male,0,0,50,United-States,0
25,Private,344719,high-school,9,married,Prof-specialty,Wife,White,Female,0,0,4,United-States,0
34,Private,136862,school,2,Never-married,Other-service,Other-relative,White,Female,0,0,40,Guatemala,0
62,Private,69867,Bachelors,13,married,Prof-specialty,Husband,White,Male,0,0,55,United-States,1
51,Self-emp-not-inc,204322,high-school,9,married,Transport-moving,Husband,White,Male,0,0,50,United-States,0
55,Self-emp-not-inc,149168,high-school,9,married,Farming-fishing,Husband,White,Male,0,0,30,United-States,0
22,Private,71864,higher,10,Never-married,Craft-repair,Own-child,White,Female,0,0,35,United-States,0
55,Private,179534,school,7,Married-spouse-absent,Handlers-cleaners,Unmarried,White,Female,0,0,40,United-States,0
20,Private,39615,higher,10,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,0
20,Private,168187,higher,10,Never-married,Other-service,Other-relative,White,Female,4416,0,25,United-States,0
27,State-gov,122540,higher,10,Never-married,Craft-repair,Other-relative,White,Male,0,0,40,United-States,0
64,Private,292639,higher,10,married,Exec-managerial,Wife,White,Female,10566,0,35,United-States,0
23,Private,210474,higher,10,Never-married,Other-service,Own-child,White,Female,0,0,30,United-States,0
55,Private,290124,school,3,married,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,0
27,Private,109881,Bachelors,13,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,0
39,Private,150125,higher,12,Married-spouse-absent,Other-service,Unmarried,Black,Female,0,0,40,United-States,0
62,Federal-gov,52765,school,5,Married-spouse-absent,Other-service,Unmarried,White,Female,0,0,40,United-States,0
31,Private,139753,Bachelors,13,Married-spouse-absent,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0
46,Private,294907,school,3,married,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,0
26,Private,193050,higher,10,Married-spouse-absent,Adm-clerical,Unmarried,White,Female,0,0,18,United-States,0
42,Private,50018,high-school,9,married,Other-service,Husband,White,Male,0,0,40,United-States,0
34,Private,211051,Bachelors,13,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,0
42,Private,344572,high-school,9,Married-spouse-absent,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,1
23,Private,99408,higher,10,Married-spouse-absent,Adm-clerical,Own-child,White,Female,0,0,40,United-States,0
66,Private,37331,high-school,9,married,Prof-specialty,Husband,White,Male,0,0,15,United-States,0
30,Private,69235,higher,15,married,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,Taiwan,0
45,Self-emp-inc,120131,school,4,married,Exec-managerial,Husband,White,Male,0,0,52,United-States,0
24,Private,254767,school,4,married,Farming-fishing,Husband,White,Male,2105,0,50,United-States,0
54,Private,174865,school,5,married,Exec-managerial,Husband,White,Male,0,0,45,United-States,1
33,Private,192286,higher,10,Married-spouse-absent,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0,0,52,United-States,0
28,Private,302406,higher,15,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,60,United-States,0
33,Private,203488,Bachelors,13,married,Prof-specialty,Husband,White,Male,15024,0,50,United-States,1
50,Private,243322,high-school,9,Married-spouse-absent,Transport-moving,Not-in-family,White,Male,0,0,45,United-States,0
38,Private,31053,high-school,9,Married-spouse-absent,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,0
29,Private,119793,higher,10,Never-married,Sales,Other-relative,White,Male,0,0,50,United-States,0
37,Private,237995,higher,11,Married-spouse-absent,Machine-op-inspct,Not-in-family,Black,Male,0,0,48,United-States,0
30,Private,203258,high-school,9,Never-married,Other-service,Not-in-family,White,Female,0,0,35,United-States,0
57,Private,99364,school,5,married,Machine-op-inspct,Husband,White,Male,0,0,40,Puerto-Rico,0
39,Private,370549,higher,10,married,Sales,Wife,White,Female,0,0,30,United-States,1
36,Private,183892,high-school,9,Married-spouse-absent,Transport-moving,Not-in-family,White,Male,8614,0,45,United-States,1
34,Private,48935,Bachelors,13,married,Prof-specialty,Wife,White,Female,0,0,40,United-States,0
68,Private,182574,higher,10,Married-spouse-absent,Adm-clerical,Not-in-family,White,Female,991,0,29,United-States,0
57,Private,188877,school,5,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,0
47,Private,332884,Bachelors,13,married,Prof-specialty,Husband,White,Male,0,0,45,United-States,1
37,Local-gov,105266,higher,10,married,Transport-moving,Husband,White,Male,0,0,40,United-States,0
27,Private,29261,high-school,9,married,Craft-repair,Husband,White,Male,0,0,40,United-States,1
19,Private,259352,high-school,9,Never-married,Sales,Not-in-family,White,Male,0,0,45,United-States,0
49,Private,155489,Bachelors,13,married,Craft-repair,Husband,White,Male,0,0,40,United-States,0
23,Private,117363,Bachelors,13,Never-married,Other-service,Not-in-family,White,Female,0,0,35,United-States,0
68,Private,166149,high-school,9,Married-spouse-absent,Adm-clerical,Not-in-family,White,Female,0,2206,30,United-States,0
